"MCL1","MYCN","GLI2","EGFR","CDK6","MET","FGFR1","MYC","CDKN2A.B","PTCH1","PTEN","CCND1","KRAS","CDK4","MDM2","RB1","TP53","NF1","ERBB2","CCNE1","Sample_Name"
0.125,0.046,0.039,-0.079,-0.069,-0.013,0.025,0.015,0.059,0.067,0.067,-0.013,-0.129,-0.084,-0.008,-0.078,0.09,-0.381,0.032,-0.227,"TCGA-P5-A781"
0.095,0.023,0.025,0.008,-0.102,0.046,0.045,0.002,-0.082,-0.013,0.031,-0.009,-0.139,-0.02,0.002,-0.115,0.074,-0.241,0.06,0.067,"TCGA-P5-A72X"
0.096,-0.068,-0.051,-0.004,-0.101,0.338,0.059,0.004,-0.046,-0.291,0.026,-0.016,-0.09,-0.048,0.062,-0.089,0.047,-0.279,0.001,0.016,"TCGA-P5-A733"
0.042,-0.011,0.02,-0.03,-0.076,0.033,0.013,0.01,-0.037,0.07,0.103,-0.017,-0.22,-0.047,-0.012,-0.047,0.025,-0.332,0.009,-0.025,"TCGA-S9-A6TZ"
0.131,0.059,0.07,-0.077,-0.008,0.108,0.08,0.069,0.018,-0.036,-0.033,0.035,-0.388,-0.01,-0.086,-0.183,0.167,-0.346,0.103,-0.269,"TCGA-DU-A76R"
0.068,-0.004,0.04,-0.024,-0.066,0.165,0.062,0.018,-0.136,-0.035,0.022,-0.027,-0.16,0.078,0.124,-0.507,0.082,-0.307,-0.026,0.037,"TCGA-DB-A75O"
0.097,0.027,0.016,-0.045,-0.043,0.057,0.055,0.051,-0.138,0.016,0.036,-0.004,-0.146,0.033,0.043,-0.607,0.082,-0.313,0.09,-0.122,"TCGA-P5-A737"
0.072,0.184,0.073,1.176,0.076,0.254,-0.025,-0.002,-0.414,0.039,-0.089,0.001,-0.221,-0.029,0.116,-0.033,0.07,-0.241,-0.023,-0.22,"TCGA-S9-A6U0"
0.061,0.005,0.03,-0.06,-0.083,0.002,-0.014,0.058,0.037,0.054,0.084,-0.016,-0.207,-0.018,0.121,-0.089,0.118,-0.207,0.083,-0.185,"TCGA-DB-A75K"
0.113,-0.001,0.039,-0.042,-0.103,0.058,-0.02,0.318,-0.12,0.051,0.129,0.048,-0.307,0.063,0.083,-0.125,0.11,-0.443,0.103,0.019,"TCGA-QH-A6CW"
0.042,0.031,-0.008,0.999,0.079,0.221,0.015,-0.024,-0.367,0.038,-0.078,-0.02,-0.167,0.046,-0.027,-0.046,0.074,-0.252,-0.023,-0.022,"TCGA-QH-A6CX"
0.161,0,0.059,-0.019,-0.116,0.116,0.133,0.129,-0.196,0.05,0.03,-0.033,-0.233,0.03,-0.046,-0.189,0.198,-0.213,0.146,-0.018,"TCGA-DU-A6S7"
0.013,0.052,0.03,-0.066,-0.073,0.137,-0.051,-0.004,0.154,0.23,0.116,-0.008,-0.204,0.009,0.114,-0.126,0.159,-0.381,0.138,-0.001,"TCGA-DU-A76O"
0.21,-0.05,-0.011,1.149,0.227,0.286,0.006,0.032,0.044,0.026,-0.337,-0.231,-0.195,0.779,0.005,-0.116,0.09,-0.337,-0.064,0.186,"TCGA-TM-A7C3"
0.096,0.041,-0.002,0.092,0.164,0.215,-0.03,-0.143,-0.148,0.047,-0.103,-0.012,-0.154,0.536,0.033,0.008,0.062,-0.204,-0.006,0.076,"TCGA-P5-A72U"
0.077,-0.03,0.013,-0.005,-0.13,0.354,0.048,-0.022,-0.15,0.086,0.107,0.011,-0.136,0.004,0.075,-0.103,0.108,-0.366,0.11,-0.068,"TCGA-QH-A6X9"
0.185,0.013,0.076,-0.022,-0.153,0.081,0.041,0.044,-0.115,-0.197,0.065,-0.042,-0.14,0.052,0.021,-0.106,0.084,-0.33,0.064,0.023,"TCGA-S9-A6U9"
0.066,0.035,0.019,-0.06,-0.057,0.02,-0.001,0.025,-0.212,0.033,0.034,-0.016,-0.219,0.002,0.064,-0.118,0.098,-0.324,0.061,-0.287,"TCGA-S9-A6TX"
0.132,0.021,0.021,-0.007,-0.086,0.095,0.009,0.01,-0.351,0.164,0.058,0.152,-0.196,-0.018,0.092,-0.125,0.11,-0.359,0.023,-0.177,"TCGA-S9-A6TW"
0.126,0.01,0.025,-0.034,-0.083,0.074,0.042,0.048,0.01,0.019,0.038,-0.004,-0.186,0.001,-0.088,-0.079,0.09,-0.25,0.123,-0.182,"TCGA-P5-A730"
0.076,-0.009,0.002,-0.017,-0.074,0.048,0.026,0.039,-0.992,-0.388,0.014,0.067,-0.214,-0.043,0.084,-0.097,0.074,-0.297,-0.019,-0.289,"TCGA-DU-A6S8"
0.072,-0.003,0.024,0.013,-0.065,0.084,-0.021,0.013,0.04,0.041,0.039,-0.001,-0.115,0.028,0.053,-0.09,0.045,-0.221,0.016,-0.14,"TCGA-QH-A6X4"
0.054,-0.037,0.017,-0.036,-0.158,0.127,0.079,-0.01,0.084,0.057,0.034,-0.018,-0.237,0.037,0.074,-0.07,0.06,-0.375,0.044,-0.24,"TCGA-QH-A6X5"
0.119,0.031,0.014,-0.019,-0.005,0.096,0.004,0.004,0.092,0.019,0.063,-0.012,-0.165,0.011,0.057,-0.051,0.034,-0.2,0.148,-0.16,"TCGA-FG-A713"
0.164,0.035,0.04,-0.01,-0.114,0.053,0.053,0.069,0.138,0.037,0.031,-0.009,-0.133,0.046,0.115,-0.054,0.111,-0.36,0.054,-0.399,"TCGA-R8-A73M"
0.063,0.044,0.061,0.036,0.206,0.333,-0.064,0.172,0.021,0.046,0.073,0.042,-0.374,-0.045,-0.032,-0.112,0.087,-0.386,0.123,-0.031,"TCGA-HT-A74O"
0.159,-0.01,0.033,-0.026,-0.054,0.162,0.002,0.017,-0.44,0.004,0.032,-0.006,-0.235,0.04,0.019,-0.093,0.09,-0.384,0.018,-0.048,"TCGA-R8-A6YH"
0.118,-0.02,-0.046,-0.126,-0.067,-0.013,0.05,0.023,0.007,-0.02,0.033,-0.073,-0.053,-0.049,0.225,-0.035,0.107,-0.052,0.021,-0.369,"TCGA-P5-A77X"
0.134,0.068,0.002,-0.135,0.197,0.314,0.054,0.063,-0.141,-0.051,0.041,-0.009,-0.388,-0.158,0.019,-0.056,0.145,-0.363,0.146,-0.334,"TCGA-DU-A6S6"
0.109,-0.032,0.017,0.296,0.141,0.3,0.022,0.008,-0.936,0.008,-0.216,-0.026,-0.217,-0.02,0.099,-0.092,0.09,-0.163,-0.019,-0.017,"TCGA-DU-A76L"
0.105,0.05,0.029,-0.036,-0.088,-0.018,0.022,0.037,-0.004,0.037,0.108,0.021,-0.282,0.048,0.097,-0.362,0.081,-0.383,0.11,-0.088,"TCGA-QH-A6CY"
0.139,0.036,0.045,-0.032,-0.104,0.309,0.052,0.044,-0.189,-0.02,0.011,-0.022,-0.276,0.039,0.123,-0.129,0.08,-0.372,0.11,0.039,"TCGA-QH-A6X3"
0.074,0.071,-0.013,-0.022,0.104,0.246,0.018,0.03,-0.143,0.034,0.075,-0.037,-0.169,-0.071,0.146,-0.147,0.091,-0.324,0.052,-0.062,"TCGA-P5-A736"
0.019,0.045,0.034,-0.122,-0.132,0.012,0.009,0.044,0.009,-0.019,0.12,-0.04,-0.252,-0.017,0.179,-0.008,0.069,-0.201,0.138,-0.206,"TCGA-DU-A6S2"
0.125,0.017,0.016,-0.049,0.004,0.025,0.053,0.024,-0.424,-0.163,-0.024,-0.004,-0.142,-0.06,0.165,-0.074,-0.007,-0.173,-0.011,-0.076,"TCGA-DB-A75P"
0.133,-0.031,0.007,0.028,-0.03,0.103,0.099,0.168,-0.138,0.019,0.02,-0.041,-0.119,-0.044,0.076,-0.117,0.107,-0.205,0.087,-0.014,"TCGA-TM-A7CF"
0.056,0,0.009,-0.055,-0.059,0.027,0.019,0.053,0.029,-0.008,-0.012,-0.032,-0.161,-0.083,0.022,-0.135,0.078,-0.249,0.035,0.019,"TCGA-P5-A735"
0.117,0.083,0.021,0.017,-0.103,0.044,0.004,0.037,-0.12,0.014,0.048,0.032,-0.21,-0.057,0.051,-0.12,0.111,-0.275,0.061,-0.256,"TCGA-QH-A6CZ"
0.121,-0.002,0.034,-0.002,0.012,0.123,0.039,0.07,-0.08,0.087,0.056,0.018,-0.139,-0.003,0.119,-0.092,0.11,-0.358,-0.022,-0.213,"TCGA-TM-A7C5"
0.097,0,0.003,-0.055,-0.078,-0.007,0.062,0.039,-0.081,-0.026,0.024,-0.068,-0.075,-0.036,0.118,-0.143,0.078,-0.214,0.117,-0.015,"TCGA-DB-A75M"
0.112,0.044,0.038,-0.085,-0.081,0.039,0.027,0.113,-0.003,0.005,0.05,-0.049,-0.16,0.004,0.186,-0.07,0.104,-0.268,0.058,-0.238,"TCGA-R8-A6MK"
0.107,0.048,0.014,0.172,0.188,0.255,0.195,0.219,-0.114,-0.009,0.063,0.162,-0.19,0.001,0.155,-0.141,0.092,-0.34,0.083,-0.199,"TCGA-S9-A6TY"
0.095,0.063,0.054,0.003,0.004,0.068,0.035,0.393,0.001,-0.02,0.016,0.113,-0.285,-0.128,0.054,-0.54,0.073,-0.296,0.029,0.013,"TCGA-P5-A72W"
0.097,0.013,-0.023,-0.012,-0.045,0.086,0.02,0.043,-0.784,-0.091,-0.016,0.121,-0.177,-0.012,0.104,-0.108,0.106,-0.262,0.105,-0.076,"TCGA-DB-A75L"
0.055,0.1,0.047,0.081,0.076,0.174,-0.053,0.017,-0.039,0.081,0.027,0.02,-0.271,0.007,0.033,-0.048,0.054,-0.274,-0.003,-0.019,"TCGA-HT-A74H"
0.102,0.011,0.018,-0.002,-0.023,0.01,0.012,0.018,-0.065,0.124,0.064,0.028,-0.183,-0.019,0.024,-0.209,0.103,-0.262,0.03,-0.146,"TCGA-DU-A6S3"
0.167,0.024,0.026,-0.044,-0.155,0.023,0.062,0.05,-0.382,-0.383,0.092,-0.008,-0.228,-0.003,0.014,-0.125,0.117,-0.474,0.064,-0.222,"TCGA-P5-A72Z"
0.178,-0.02,0.022,-0.015,0.039,0.06,0.038,0.082,0.022,0.042,0.117,-0.019,-0.146,-0.056,0.115,-0.045,0.114,-0.233,0.024,-0.196,"TCGA-P5-A77W"
0.169,0.006,0.097,-0.035,-0.042,0.013,0.06,0.007,0.096,0.029,0.209,-0.022,-0.133,0.009,-0.044,-0.416,0.058,-0.218,0.042,-0.164,"TCGA-QH-A6X8"
-0.028,0.147,-0.02,-0.206,-0.004,-0.024,0.025,0.013,-0.071,-0.013,0.014,-0.003,-0.202,-0.1,0.08,-0.028,0.098,-0.138,0.079,-0.001,"TCGA-FG-8189"
-0.01,0.106,-0.029,-0.087,-0.075,-0.032,0.031,0.007,-0.146,-0.002,0.002,-0.027,-0.144,-0.019,0.082,-0.316,0.018,0.147,0.089,0.031,"TCGA-DU-A5TP"
0.007,0.129,-0.019,0.076,0.131,0.207,0.03,0.001,-0.124,-0.067,-0.048,-0.06,-0.179,-0.068,-0.071,-0.132,0.103,-0.165,0.123,-0.013,"TCGA-DU-A5TR"
-0.057,0.015,-0.01,-0.055,-0.06,-0.006,0.031,0.16,-0.396,-0.016,-0.01,-0.067,-0.216,-0.177,-0.042,-0.231,0.083,-0.08,0.046,-0.044,"TCGA-P5-A5F4"
0.048,0.111,0.024,-0.089,-0.094,0.006,0.007,0.047,0.009,0.053,0.055,-0.008,-0.249,-0.054,-0.091,-0.058,0.1,-0.258,0.065,-0.318,"TCGA-P5-A5EX"
0.055,0.043,-0.022,0.093,0.123,0.249,0.03,0.053,-0.095,-0.07,0.015,-0.085,0.128,-0.255,-0.285,-0.423,0.095,-0.086,0.077,0.017,"TCGA-DU-A5TU"
0.074,0.048,0.002,0.154,0.224,0.2,-0.05,0.03,-0.006,0.032,0.078,-0.043,-0.202,-0.036,0.024,-0.035,0.063,-0.253,0.114,-0.261,"TCGA-HT-A5R9"
0.208,-0.083,-0.116,-0.326,-0.282,0.215,-0.123,-0.094,-0.323,-0.162,0.118,-0.137,0.03,0.071,0.141,0.122,-0.044,-0.217,-0.117,-0.231,"TCGA-P5-A5F6"
0.089,0.048,0.05,0.53,0.151,0.272,0.007,0.027,-1.379,-0.017,-0.336,0.009,-0.267,-0.006,-0.047,-0.052,0.096,-0.1,-0.031,0.037,"TCGA-HT-A5RA"
0.094,0.007,0.01,-0.047,1.395,0.474,0.038,0.064,-0.084,0.006,-0.098,-0.079,-0.156,-0.19,-0.127,-0.114,0.069,-0.092,0.118,-0.051,"TCGA-HT-A5R7"
0.166,0.092,-0.012,0.217,0.282,0.253,-0.031,0.007,0.025,0.044,-0.012,-0.014,-0.111,0.229,0.016,-0.091,0.079,-0.292,-0.015,-0.045,"TCGA-DU-A5TT"
0.144,-0.197,-0.121,0.137,0.073,0.09,0.047,0.459,-1.97,0.162,0.057,0.046,-0.159,0.065,-0.06,-0.488,0.117,-0.153,-0.038,-0.045,"TCGA-HT-7477"
0.049,-0.212,0.033,-0.047,0.007,0.023,-0.012,0.156,-0.052,-0.037,0.02,-0.002,-0.096,-0.02,-0.038,-0.183,0.023,-0.189,0.095,-0.118,"TCGA-DU-A5TS"
0.016,0.073,0.061,1.165,0.195,0.289,-0.02,0.006,-0.612,-0.003,-0.315,0.024,-0.268,-0.055,-0.094,-0.092,0.075,-0.075,-0.006,0.158,"TCGA-FG-A4MU"
0.029,0.072,0.013,-0.118,0.004,-0.086,-0.014,0.018,-0.112,-0.024,0.014,-0.011,-0.214,-0.038,-0.032,-0.054,0.04,-0.188,-0.06,-0.087,"TCGA-HT-8015"
0.042,0.037,-0.017,0.916,0.132,0.139,-0.013,0.012,-0.152,-0.115,-0.229,-0.048,0.126,0.531,1.308,0.049,0.095,-0.08,-0.019,-0.089,"TCGA-DU-A5TY"
0.061,0.081,0.031,-0.099,-0.057,0.012,0.01,0.018,-0.207,0.018,0.068,-0.007,-0.312,-0.063,-0.029,-0.602,0.102,-0.385,0.026,-0.09,"TCGA-FG-A60J"
0.008,0.08,0.005,0.116,0.162,0.218,-0.025,0.019,-0.096,-0.059,0.055,-0.025,-0.25,-0.026,-0.15,-0.088,0.08,-0.14,0.033,-0.24,"TCGA-P5-A5F0"
0.077,0.059,0.027,-0.057,0.022,0.032,-0.007,0.017,-0.237,-0.057,0.042,0.016,-0.265,0.029,0.037,-0.145,0.053,-0.286,0.149,-0.077,"TCGA-HT-A5RB"
0.018,0.067,0.005,-0.068,-0.058,0.206,0.013,0.174,-0.066,0.04,0.049,-0.003,-0.207,-0.021,0.07,-0.08,0.07,-0.21,0.018,-0.09,"TCGA-P5-A5F1"
0.006,0.051,0.001,0.203,0.329,0.438,0.015,0.199,-0.053,-0.029,-0.03,0.072,-0.211,-0.067,0.007,-0.061,0.129,-0.141,0.072,-0.016,"TCGA-DU-A5TW"
0.036,0.163,0.002,0.004,0.055,0.224,0.037,0.04,-0.094,-0.039,0.011,-0.021,-0.273,-0.013,-0.101,-0.112,0.08,-0.142,0.053,-0.1,"TCGA-HT-A5R5"
0.047,0.245,0.007,-0.043,-0.077,0.026,-0.017,0.103,-0.317,-0.008,-0.022,-0.023,-0.291,-0.031,-0.124,-0.07,0.095,-0.126,0.057,-0.059,"TCGA-P5-A5F2"
0.048,0.103,0.046,0.945,0.123,0.173,-0.009,0.038,-1.105,0.006,-0.224,-0.034,-0.33,0.41,-0.062,-0.105,0.072,-0.23,-0.037,-0.049,"TCGA-HT-A5RC"
0.102,0.072,0.048,-0.017,0.024,0.055,-0.036,0.02,-0.033,0.092,0.171,0.023,-0.054,0.083,0.054,-0.075,0.03,-0.241,0.014,-0.14,"TCGA-S9-A6WI"
0.127,0.074,0.065,0.004,-0.045,0.024,-0.004,0.001,-0.157,0.031,0.088,-0.016,-0.073,0.14,0.041,-0.006,0.098,-0.264,0.083,-0.198,"TCGA-S9-A6UB"
0.211,0.092,0.068,-0.083,-0.04,-0.019,-0.007,0.044,-0.499,0.174,0.156,0.096,-0.181,0.078,0.035,-0.087,0.057,-0.401,0.06,-0.216,"TCGA-S9-A6WH"
0.207,0.093,0.035,0.008,-0.082,0.066,0.199,0.286,-0.065,0.098,0.066,0.026,-0.211,0.046,0.012,-0.184,0.074,-0.33,-0.026,-0.219,"TCGA-TQ-A7RQ"
0.144,0.081,0.001,0.006,-0.046,0.133,-0.017,0.015,-0.011,0.03,0.135,0.018,-0.225,0.066,0.013,-0.065,0.052,-0.324,-0.026,-0.176,"TCGA-TQ-A7RG"
0.076,0.088,0.047,-0.032,0.001,0.014,-0.052,0.018,-0.171,0.007,0.067,0.02,-0.213,0.055,0.137,-0.105,0.065,-0.297,0.032,-0.159,"TCGA-S9-A6WL"
0.161,0.044,0.013,-0.008,-0.084,0.194,-0.056,0.034,-0.062,0.036,0.118,-0.022,-0.104,0.101,0.069,-0.11,0.066,-0.292,0.074,-0.125,"TCGA-DH-A7US"
0.167,-0.036,-0.084,0.037,-0.006,0.133,0.069,0.168,-0.241,-0.241,0.064,0.074,-0.049,0.04,0.048,-0.02,0.08,-0.188,0.037,-0.206,"TCGA-DU-A7T6"
0.166,0.038,0.012,0,-0.074,0.015,-0.032,0.076,-0.017,-0.023,0.13,-0.017,-0.08,0.077,-0.007,-0.091,0.087,-0.258,-0.023,-0.276,"TCGA-TQ-A7RS"
0.09,0.055,0.041,0.022,-0.047,0.061,-0.045,0.007,-0.049,0.079,0.096,-0.012,-0.113,0.044,-0.011,-0.164,0.031,-0.221,0.024,-0.143,"TCGA-S9-A6WN"
0.118,0,0.088,-0.027,-0.085,0.122,-0.055,0.024,-0.426,0.114,0.075,0.018,-0.21,0.059,0.023,-0.177,0.088,-0.289,0.025,0.085,"TCGA-S9-A6TS"
0.124,0.024,0.016,-0.012,-0.115,0.073,0.091,0.053,-0.143,-0.029,-0.015,0.009,-0.105,0.007,0.102,-0.232,0.036,-0.695,-0.066,0.173,"TCGA-TQ-A7RJ"
0.04,0.045,0.075,-0.045,-0.127,-0.046,-0.011,-0.009,-0.677,0.016,0.039,0.049,-0.214,0.132,0.122,-0.383,-0.019,-0.224,0.119,0.277,"TCGA-S9-A6UA"
0.083,0.288,0.051,-0.048,-0.148,0.46,0.029,0.045,-0.282,0.05,0.11,0.013,-0.123,0.005,-0.012,-0.121,0.029,-0.33,0.07,0.102,"TCGA-FG-A711"
0.016,0.05,0.014,0.116,0.191,0.301,0.044,0.039,-0.028,-0.042,0.109,-0.002,-0.018,0.001,0.016,-0.103,-0.368,-0.141,0.006,-0.149,"TCGA-TQ-A7RI"
0.117,0.019,0.005,0.033,0.17,0.391,-0.054,0,-0.031,0.017,0.041,-0.053,-0.126,0.032,0.003,-0.079,0.089,-0.283,0.018,0.037,"TCGA-TM-A7CA"
0.089,0.001,0.045,0.944,0.172,0.278,0.006,-0.038,-0.853,0.016,-0.241,-0.025,-0.15,0.44,-0.058,-0.326,0,-0.177,-0.02,0.03,"TCGA-FG-A70Z"
0.244,0.041,0.026,-0.013,-0.058,0.042,0.005,0.013,-0.127,0.083,0.022,0.033,-0.062,0.012,-0.015,-0.172,0.028,-0.305,-0.026,-0.072,"TCGA-DU-A7TB"
0.066,0.065,0.043,0.216,0.203,0.296,0.107,0.105,-0.179,-0.082,0.071,-0.001,-0.088,0.067,0.115,-0.227,0.067,-0.256,-0.012,0.232,"TCGA-DU-A7TA"
0.101,0.021,0.064,-0.048,-0.087,0.078,-0.032,0.19,-0.023,0,0.134,0.009,-0.108,0.076,0.002,-0.12,0.071,-0.425,0.027,0.1,"TCGA-S9-A6U6"
0.121,0.034,0.029,-0.013,-0.031,0.04,0.058,0.047,0.063,0.092,0.099,0.007,-0.105,0.019,0.04,-0.089,0.05,-0.173,-0.014,-0.257,"TCGA-FG-A710"
0.17,0.061,0.037,-0.063,-0.149,-0.001,-0.101,-0.008,0.118,0.033,0.068,-0.052,-0.176,0.023,0.005,-0.109,0.082,-0.414,0.048,-0.197,"TCGA-R8-A6MO"
0.17,0.088,-0.024,0.018,-0.015,0.355,0.07,0.259,0.19,0.339,-0.106,-0.018,-0.182,0.06,-0.018,-3.32,0.019,-0.272,-0.035,0.086,"TCGA-TQ-A7RM"
0.099,0.159,0.043,-0.031,-0.025,0.035,0.026,0.026,-0.473,0.063,0.099,-0.026,-0.118,0.058,0.121,-0.148,0.073,-0.337,0.03,-0.031,"TCGA-DH-A7UR"
0.108,0.141,-0.011,-0.102,-0.053,0.069,0.031,0.043,-0.085,-0.045,0.016,0.044,-0.142,0.024,0.054,-0.104,0.093,-0.168,0.092,0.067,"TCGA-TQ-A7RN"
0.163,0.038,0.057,-0.053,-0.103,0.36,0.013,-0.021,-0.226,0.088,0.009,0.005,-0.137,0.028,-0.03,-0.136,0.031,-0.256,0.099,-0.14,"TCGA-VW-A7QS"
0.085,0.388,0.03,-0.016,-0.034,0.208,-0.034,-0.041,-0.083,-0.016,0.012,-0.028,-0.123,0.039,0.03,-0.109,0.078,-0.243,0.177,0.141,"TCGA-TQ-A7RK"
0.072,0.097,0.036,0.026,-0.015,0.059,0.014,0.036,-0.089,0.065,0.097,0.193,-0.179,0.077,0.058,-0.138,0.099,-0.36,0.086,-0.2,"TCGA-S9-A6WD"
0.186,0.079,0.055,-0.021,-0.11,0.065,0.047,0.042,-0.068,0.071,0.122,0.024,-0.053,0.045,0.005,-0.105,0.169,-0.155,0.097,0.142,"TCGA-S9-A6U1"
0.104,0.091,0.033,0.018,-0.01,0.16,-0.025,0.049,-0.06,0.022,0.115,0.021,-0.11,0.115,-0.041,-0.092,0.04,-0.276,0.092,0.098,"TCGA-S9-A6U8"
0.171,0.089,0.036,-0.012,-0.073,0.09,-0.003,0.049,-0.071,0.016,0.091,0.009,-0.109,0.043,0.007,-0.103,0.071,-0.325,0.02,-0.006,"TCGA-TQ-A7RO"
0.15,0.069,0.05,-0.057,-0.039,0.102,0,0.065,-0.048,0.057,0.109,0.015,-0.107,0.031,0.016,-0.093,0.058,-0.244,0.076,-0.204,"TCGA-S9-A6U2"
0.137,0.04,0.029,-0.01,-0.018,0.211,-0.028,0.166,-0.351,0.076,0.064,-0.007,-0.09,0.044,0.003,-0.412,0.112,-0.221,0.022,0.043,"TCGA-TQ-A7RW"
0.132,0.003,-0.01,0.178,0.262,0.317,-0.066,-0.005,-0.712,0.016,-0.18,-0.033,-0.101,0.063,-0.063,-0.121,0.032,-0.217,-0.093,0.134,"TCGA-DU-A76K"
0.158,0.117,0.046,-0.076,-0.135,0.065,-0.089,0.042,-0.042,-0.024,0.076,-0.021,-0.162,0.115,0.166,-0.094,0.081,-0.398,0.06,-0.214,"TCGA-S9-A6WE"
0.191,0.082,0.138,1.41,0.427,0.525,-0.203,-0.135,-1.728,0.03,-0.459,-0.344,-0.12,0.04,-0.02,-0.053,0.012,-0.298,-0.103,0.051,"TCGA-S9-A6WM"
0.088,0.012,0.023,-0.018,-0.044,0.119,-0.012,0.24,-0.026,-0.025,0.13,0.008,-0.049,0.133,0,-0.061,-0.01,-0.218,0.021,0.091,"TCGA-S9-A6WG"
0.113,0.091,0.026,-0.019,-0.058,0.069,-0.008,0.025,-0.074,0.002,0.088,0.021,-0.077,0.105,0.043,-0.095,0.031,-0.182,0.043,-0.152,"TCGA-S9-A6U5"
0.121,-0.007,0.022,0.008,-0.016,0.069,-0.02,0.244,0.023,0.033,0.089,0.009,0.254,0.107,-0.083,-0.17,0,-0.201,-0.005,0.128,"TCGA-DU-A7TI"
0.169,0.028,0.05,0.019,-0.061,0.011,-0.021,0.036,0.043,0.02,0.089,-0.013,-0.146,0.049,0.018,-0.028,0.079,-0.24,-0.061,0.041,"TCGA-TQ-A7RF"
0.112,0.07,0.258,0.439,0.248,0.388,-0.057,-0.004,-2.868,-0.509,-0.495,-0.007,-0.2,0.025,0.028,-0.031,0.085,-0.177,-0.004,0.025,"TCGA-OX-A56R"
0.145,0.667,0.027,1.293,0.289,0.486,-0.059,-0.001,0.015,0.089,-0.46,-0.028,-0.128,0.077,-0.101,-0.504,-0.409,-0.563,-0.094,0.039,"TCGA-19-A60I"
0.053,0.082,0.041,1.453,0.243,0.418,-0.011,-0.062,-1.349,0.031,-0.271,-0.023,-0.062,0.121,0.049,-0.113,0.074,-0.311,-0.08,0.204,"TCGA-RR-A6KC"
0.149,0.049,0.011,0.202,0.136,0.373,-0.329,0.018,-0.893,0.069,-0.697,-0.012,-0.105,0.044,-0.077,-0.049,0.082,-0.189,-0.001,-0.091,"TCGA-06-A5U1"
0.11,0.05,0.023,0.138,0.113,0.231,0.048,0.055,-0.104,-0.045,-0.071,-0.008,-0.126,0.094,-0.027,0.085,0.153,-0.087,0.016,0.149,"TCGA-19-A6J4"
0.312,0.031,0.025,0.049,-0.07,0.16,-0.058,0.004,-0.431,0.037,-2.408,-0.02,-0.088,0.082,0.078,-0.114,0.026,-0.254,-0.147,-0.09,"TCGA-06-A5U0"
0.071,0.093,0.009,0.23,0.178,0.206,-0.028,-0.018,-0.416,-0.153,-0.031,0.019,-0.157,0.651,-0.013,-0.07,0.064,-0.192,-0.041,0.128,"TCGA-RR-A6KB"
0.19,0.052,-0.023,1.472,0.223,0.45,-0.053,-0.042,-2.026,0.024,-0.269,-0.049,-0.209,0.085,0.055,-0.06,0.06,-0.232,-0.088,0.031,"TCGA-06-A6S0"
0.12,0.081,0.02,0.326,0.199,0.435,-0.093,0.081,-2.518,0.371,-0.31,0.014,-0.171,0.038,-0.064,-0.099,0.053,-0.288,0.051,0.472,"TCGA-19-A6J5"
0.146,0.11,0.074,0.971,0.103,0.288,-0.063,-0.006,-0.252,-0.236,-0.562,0.023,-0.339,0.009,0.052,-0.04,0.052,-0.259,-0.048,-0.32,"TCGA-06-A6S1"
0.17,0.047,0.056,0.176,0.164,0.276,0.004,0.014,-0.602,-0.008,-0.116,-0.057,-0.264,0.816,0.077,-0.054,0.152,-0.216,-0.031,0.181,"TCGA-RR-A6KA"
0.15,-0.005,0.03,-0.089,0.347,0.417,0.019,0.217,-0.223,0.225,-0.077,-0.062,-0.28,0.032,-0.119,-0.202,0.101,-0.277,0.112,0.167,"TCGA-S9-A7QW"
0.095,0.033,0.021,0.127,0.079,0.254,-0.018,0.004,-0.518,-0.17,-0.162,-0.047,-0.236,-0.031,0.004,-0.162,0.097,-0.11,0.023,0.089,"TCGA-E1-A7YN"
0.069,0.004,0.059,1.172,-0.111,0.147,-0.036,-0.024,-1.541,0.044,-1.306,0.013,-0.21,-0.003,-0.026,-0.141,0.022,-0.063,-0.053,0.223,"TCGA-E1-A7YJ"
0.136,0.041,0.014,0.006,-0.096,0.164,0.024,0.02,-0.393,-0.112,-0.027,-0.034,-0.375,-0.178,-0.177,-0.283,0.114,-0.103,0.151,-0.288,"TCGA-E1-A7YS"
0.081,0.025,0.066,-0.09,-0.164,0.015,0.002,0.006,-0.262,-0.059,-0.034,-0.02,-0.275,-0.061,-0.041,-0.132,0.092,-0.179,0.085,-0.418,"TCGA-S9-A7J2"
0.106,0.024,0.03,0.137,0.063,0.28,0.115,0.098,-0.143,0.002,-0.039,0.115,-0.131,0.011,-0.079,-0.132,0.042,-0.112,0.124,0.105,"TCGA-DH-A7UT"
0.164,0.061,0.083,-0.034,0.071,0.174,-0.043,-0.03,-1.164,0.002,-0.189,-0.105,0.186,-0.031,-0.057,-0.323,0.093,-0.199,0.111,-0.037,"TCGA-S9-A7J0"
0.112,0.098,0.101,-0.068,-0.094,0.093,0.012,0.2,-0.272,-0.006,-0.015,-0.013,-0.189,0.003,-0.037,-0.134,0.071,-0.232,0.111,-0.078,"TCGA-S9-A6WP"
0.105,0.003,0.032,-0.044,0.153,0.111,0.044,0.193,-0.222,-0.021,-0.154,-0.081,-0.34,-0.079,-0.182,-0.217,0.088,-0.201,0.114,0.116,"TCGA-S9-A7QX"
0.164,0.122,-0.001,0.108,0.037,0.237,0.018,-0.025,-0.128,-0.016,0.071,-0.018,-0.189,-0.086,0.073,-0.171,0.071,-0.247,0.09,-0.073,"TCGA-S9-A7IQ"
